aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.016,0.32,0.019,0.107,0.308,0.02,0.044,0.63,0.887,0.0,0.006,0.82,0.152,0.232,0.0,0.004,0.043,0.1,0.02,0.111,0.0
0.002,0.943,0.067,0.194,0.231,0.054,0.089,0.105,0.693,0.0,1.0,0.525,0.269,0.232,0.9,0.198,0.059,0.6,0.06,0.333,0.0
0.012,0.669,0.086,0.617,0.692,0.058,0.022,0.97,0.533,0.0,0.004,0.62,0.662,0.078,1.0,0.086,0.028,0.1,0.1,0.444,0.0
0.002,0.331,0.086,0.13,0.385,0.007,0.078,0.355,0.953,0.0,0.58,0.72,0.123,0.147,0.9,0.089,0.379,0.5,0.18,0.111,0.0
0.016,0.06,0.067,0.383,0.538,0.01,0.067,0.665,0.667,0.0,0.005,0.76,0.857,0.027,0.6,0.049,0.154,0.7,0.18,0.667,0.0
0.004,0.932,0.038,0.061,0.077,0.008,0.0,0.445,0.94,0.0,0.74,0.595,0.631,0.126,0.9,0.046,0.069,0.6,0.18,0.111,0.0
0.018,0.713,0.029,0.211,0.692,0.001,0.033,0.275,0.127,0.0,0.72,0.445,0.042,0.235,0.4,0.112,0.446,0.1,0.08,0.333,0.0
0.02,0.284,0.01,0.555,0.154,0.032,0.111,0.765,0.693,0.08,0.001,0.32,0.726,0.259,0.7,0.073,0.075,0.0,0.02,0.889,0.0
0.002,0.625,0.01,0.164,0.385,0.056,0.022,0.52,0.793,0.0,0.001,0.395,0.434,0.027,0.8,0.04,0.27,0.3,0.06,0.0,1.0
0.01,0.283,0.095,0.101,0.308,0.017,0.033,0.545,0.267,0.02,0.002,0.625,0.364,0.195,0.8,0.032,0.373,0.1,0.02,0.444,0.0
0.02,0.051,0.086,0.126,0.154,0.035,0.067,0.44,0.967,0.0,0.58,0.335,0.679,0.119,0.7,0.013,0.101,0.4,0.02,0.111,0.0
0.004,0.728,0.057,0.164,0.077,0.006,0.033,0.66,0.82,0.0,0.56,0.245,0.979,0.239,0.7,0.096,0.081,0.6,0.16,0.0,0.0
0.01,0.613,0.095,0.198,0.385,0.001,0.089,0.23,0.953,0.0,0.003,0.4,0.924,0.304,0.5,0.092,0.016,0.2,0.14,0.667,0.0
0.002,0.62,0.076,0.043,0.462,0.022,0.067,0.365,0.547,0.0,0.7,0.61,0.151,0.096,0.7,0.077,0.218,1.0,0.16,0.444,0.0
0.008,0.599,0.019,0.17,0.077,0.002,0.011,0.72,0.947,0.0,0.007,0.885,0.046,0.256,0.2,0.054,0.145,0.6,0.12,0.667,0.0
0.002,0.783,0.01,0.018,0.538,0.003,0.1,0.665,0.913,0.09,0.008,0.21,0.584,0.003,0.1,0.168,0.115,0.7,0.0,0.222,0.0
0.002,0.782,0.038,0.128,0.692,0.043,0.0,0.185,0.327,0.0,0.007,0.925,0.597,0.061,1.0,0.008,0.267,0.6,0.0,0.222,0.0
0.002,0.5,0.086,0.136,0.538,0.005,0.111,0.49,0.153,0.0,0.93,0.82,0.255,0.065,0.7,0.023,0.071,0.6,0.02,0.556,0.0
0.012,0.406,0.086,0.01,0.615,0.018,0.033,0.355,0.84,0.0,0.75,0.51,0.942,0.29,0.6,0.059,0.549,0.3,0.06,0.778,0.0
0.014,0.762,0.067,0.13,0.462,0.007,0.022,0.69,0.84,0.0,0.007,0.76,0.247,0.225,1.0,0.004,0.056,0.6,0.06,0.667,0.0
0.014,0.435,0.067,0.128,0.154,0.002,0.089,0.555,0.793,0.0,0.72,0.5,0.186,0.113,0.1,0.089,0.124,0.4,0.04,0.222,0.0
0.014,0.727,0.048,0.275,0.538,0.037,0.022,0.265,0.633,0.0,0.004,0.055,0.66,0.16,0.6,0.076,0.038,0.3,0.14,0.556,0.0
0.014,0.378,0.038,0.247,0.231,0.018,0.033,0.59,0.587,0.0,0.001,0.16,0.205,0.334,0.3,0.021,0.064,0.6,0.06,0.778,1.0
0.008,0.832,0.038,0.245,0.615,0.006,0.056,0.98,0.88,0.0,0.85,0.96,0.72,0.177,0.2,0.053,0.215,0.9,0.06,1.0,0.0
0.016,0.681,0.095,0.2,0.308,0.014,0.1,0.68,0.44,0.0,0.76,0.55,0.51,0.109,0.6,0.146,0.293,0.8,0.16,0.444,0.0
0.004,0.82,0.038,0.126,0.231,0.012,0.033,0.945,0.467,0.0,0.77,0.86,0.732,0.099,0.4,0.0,0.399,0.2,0.2,0.556,0.0
0.002,0.394,0.067,0.136,0.077,0.037,0.089,0.945,0.113,0.0,0.66,0.62,0.888,0.218,0.9,0.004,0.151,0.7,0.1,0.222,0.0
0.01,0.466,0.057,0.111,0.692,0.006,0.067,0.93,0.3,0.0,0.003,0.925,0.065,0.116,0.3,0.095,0.09,0.7,0.14,0.111,0.0
0.018,0.806,0.029,0.085,0.692,0.009,0.011,0.36,0.58,0.0,0.001,0.165,0.942,0.007,0.4,0.074,0.005,0.8,0.12,0.444,0.0
0.02,0.951,0.01,0.051,0.692,0.016,0.022,0.065,0.547,0.0,0.008,0.44,0.82,0.348,0.0,0.054,0.202,0.5,0.2,0.222,0.0
0.012,0.819,0.038,0.148,0.0,0.056,0.078,0.015,0.847,0.0,0.82,0.205,0.865,0.119,0.9,0.018,0.392,0.5,0.06,0.778,0.0
0.004,0.118,0.029,0.49,0.308,0.048,0.033,0.765,0.833,0.0,0.6,0.82,0.61,0.15,0.2,0.066,0.079,0.6,0.06,0.444,0.0
0.018,0.937,0.067,0.607,0.308,0.012,0.011,0.125,0.773,0.0,0.98,0.955,0.598,0.058,0.7,0.074,0.217,0.3,0.2,0.778,0.0
0.018,0.797,0.057,0.024,0.462,0.007,0.022,0.545,0.647,0.0,0.003,0.255,0.206,0.205,0.6,0.001,0.521,0.4,0.02,0.889,1.0
0.012,0.015,0.01,0.075,0.692,0.078,0.056,0.87,0.24,0.0,0.007,0.935,0.239,0.321,0.2,0.08,0.076,0.6,0.18,0.667,0.0
0.008,0.263,0.0,0.045,0.308,0.045,0.033,0.97,0.52,0.0,0.89,0.505,0.636,0.048,0.8,0.183,0.79,0.2,0.08,0.444,0.0
0.018,0.007,0.038,0.081,0.692,0.056,0.022,0.98,0.56,0.0,0.006,0.035,0.198,0.15,1.0,0.004,0.437,1.0,0.02,0.111,0.0
0.01,0.776,0.0,0.255,0.462,0.0,0.067,0.705,0.247,0.0,0.79,0.425,0.307,0.044,0.7,0.061,0.045,0.6,0.12,0.889,0.0
0.012,0.984,0.038,0.198,0.154,0.005,0.011,0.66,0.867,0.0,0.73,0.43,0.288,0.222,0.1,0.063,0.448,0.7,0.04,0.333,0.0
0.004,0.466,0.038,0.174,0.769,0.01,0.1,0.8,0.1,0.0,0.91,0.05,0.738,0.191,0.6,0.104,0.014,0.4,0.18,0.0,0.0
0.014,0.917,0.048,0.057,0.154,0.01,0.089,0.62,0.093,0.0,0.51,0.16,0.982,0.225,0.0,0.074,0.103,0.3,0.14,0.111,0.0
0.004,0.291,0.0,0.37,0.385,0.025,0.011,0.585,0.6,0.0,0.51,0.65,0.156,0.078,1.0,0.001,0.348,0.0,0.2,0.111,0.0
0.002,0.09,0.0,0.178,0.077,0.051,0.033,0.72,0.113,0.0,0.99,0.48,0.781,0.096,0.8,0.001,0.004,0.8,0.14,0.333,0.0
0.016,0.211,0.067,0.17,0.154,0.062,0.022,0.165,0.547,0.0,0.004,0.465,0.076,0.096,0.4,0.006,0.074,0.3,0.16,0.556,1.0
0.02,0.008,0.029,0.079,0.231,0.025,0.078,0.83,0.427,0.1,0.002,0.62,0.64,0.16,0.7,0.131,0.071,0.5,0.18,0.222,0.0
0.008,0.244,0.029,0.385,0.385,0.007,0.078,0.945,0.433,0.0,0.008,0.055,0.742,0.171,0.1,0.002,0.282,0.8,0.16,0.778,0.0
0.02,0.483,0.086,0.589,0.231,0.001,0.056,0.295,0.36,0.0,0.001,0.62,0.891,0.007,0.2,0.055,0.82,0.3,0.02,0.0,0.0
0.014,0.285,0.01,0.245,0.231,0.009,0.033,0.35,0.533,0.0,0.97,0.5,0.959,0.024,0.1,0.057,0.038,0.5,0.16,0.0,0.0
0.004,0.545,0.038,0.134,0.385,0.002,0.067,0.875,0.507,0.0,0.003,0.46,0.705,0.177,1.0,0.093,0.243,0.5,0.04,0.444,0.0
0.014,0.57,0.076,0.083,0.692,0.069,0.1,0.055,0.14,0.0,0.61,0.295,0.159,0.553,1.0,0.004,0.524,1.0,0.04,0.556,0.0
0.01,0.737,0.038,0.008,0.231,0.055,0.011,0.86,0.54,0.0,0.87,0.75,0.139,0.137,0.4,0.01,0.869,0.2,0.04,0.556,0.0
0.012,0.066,0.086,0.043,0.615,0.043,0.089,0.03,0.027,0.08,0.005,0.39,0.574,0.532,0.1,0.068,0.121,0.8,0.08,0.444,0.0
0.004,0.02,0.057,0.257,0.154,0.007,0.056,0.685,0.413,0.0,0.92,0.56,0.428,0.089,0.7,0.008,0.18,0.5,0.2,0.556,0.0
0.006,0.725,0.086,0.113,0.077,0.052,0.022,0.17,0.08,0.0,0.74,0.675,0.65,0.16,0.2,0.015,0.096,0.6,0.08,0.444,0.0
0.006,0.232,0.019,0.136,0.385,0.005,0.022,0.385,0.453,0.05,0.008,0.46,0.725,0.205,0.4,0.006,0.045,0.6,0.04,0.0,0.0
0.01,0.439,0.076,0.192,0.385,0.016,0.056,0.285,0.887,0.0,1.0,0.325,0.893,0.116,0.4,0.045,0.317,0.8,0.12,0.889,0.0
0.014,0.039,0.029,0.02,0.615,0.037,0.089,0.73,0.627,0.0,0.002,0.675,0.407,0.14,0.5,0.109,0.375,1.0,0.02,0.0,0.0
0.014,0.18,0.057,0.506,0.0,0.001,0.022,0.92,0.987,0.0,0.005,0.675,1.0,0.239,0.2,0.001,0.365,0.0,0.12,0.889,0.0
0.0,0.307,0.01,0.267,0.0,0.046,0.1,0.34,0.527,0.0,0.002,0.07,0.361,0.259,0.9,0.114,0.638,0.1,0.14,0.222,0.0
0.012,0.891,0.01,0.047,0.154,0.006,0.033,0.39,0.22,0.0,0.5,0.9,0.877,0.321,0.2,0.177,0.051,0.0,0.04,0.222,0.0
0.01,0.832,0.076,0.334,0.615,0.012,0.111,0.695,0.867,0.0,0.008,0.4,0.464,0.208,0.9,0.064,0.481,0.9,0.04,0.889,0.0
0.018,0.669,0.019,0.259,0.077,0.044,0.011,0.945,0.7,0.0,0.83,0.92,0.069,0.181,0.1,0.005,0.125,0.7,0.16,0.778,0.0
0.016,0.68,0.01,0.2,0.385,0.01,0.056,0.03,0.093,0.0,0.66,0.72,0.053,0.164,0.6,0.052,0.496,0.2,0.1,0.556,0.0
0.016,0.333,0.029,0.3,0.692,0.016,0.033,0.86,0.707,0.0,0.63,0.855,0.139,0.208,0.5,0.103,0.078,0.2,0.04,0.222,0.0
0.016,0.395,0.019,0.196,0.538,0.0,0.022,0.995,0.96,0.0,0.003,0.5,0.197,0.246,1.0,0.13,0.091,0.2,0.16,0.444,0.0
0.014,0.311,0.086,0.168,0.385,0.023,0.089,0.16,0.44,0.0,0.006,0.615,0.11,0.126,0.2,0.06,0.051,0.4,0.1,0.333,1.0
0.014,0.59,0.01,0.196,0.385,0.054,0.067,0.4,0.853,0.0,0.93,0.92,0.58,0.3,0.3,0.054,0.029,0.9,0.18,1.0,0.0
0.016,0.195,0.01,0.148,0.692,0.033,0.067,0.61,0.993,0.0,0.99,0.15,0.101,0.184,0.2,0.061,0.364,0.0,0.18,0.333,0.0
0.008,0.79,0.029,0.318,0.231,0.003,0.033,0.585,0.727,0.0,0.008,0.445,0.692,0.297,0.4,0.057,0.053,0.3,0.1,0.889,0.0
0.008,0.181,0.01,0.136,0.615,0.021,0.056,0.87,0.647,0.0,0.004,0.995,0.728,0.256,0.6,0.0,0.426,0.7,0.16,0.889,0.0
0.014,0.019,0.01,0.004,0.231,0.008,0.022,0.795,0.087,0.0,0.0,0.38,0.507,0.154,1.0,0.033,0.108,0.5,0.18,0.222,0.0
0.01,0.315,0.019,0.198,0.538,0.06,0.033,0.3,0.02,0.1,0.001,0.685,0.712,0.266,0.1,0.201,0.051,0.0,0.08,0.556,0.0
0.008,0.74,0.0,0.342,0.077,0.045,0.044,0.19,0.74,0.0,0.93,0.485,0.484,0.024,0.2,0.036,0.066,0.2,0.06,0.556,0.0
0.004,0.833,0.067,0.093,0.769,0.031,0.067,0.88,0.42,0.0,0.91,0.695,0.33,0.16,0.7,0.055,0.577,0.5,0.16,0.667,0.0
0.006,0.404,0.038,0.399,0.538,0.069,0.056,0.145,0.953,0.0,0.75,0.83,0.669,0.273,0.6,0.109,0.228,0.8,0.18,0.778,0.0
0.016,0.409,0.095,0.032,0.538,0.029,0.044,0.35,0.347,0.0,0.59,0.76,0.745,0.068,0.4,0.002,0.116,0.3,0.1,0.778,0.0
0.016,0.895,0.086,0.2,0.769,0.058,0.067,0.845,0.64,0.0,0.001,0.105,0.714,0.304,0.5,0.027,0.089,0.1,0.1,0.111,0.0
0.014,0.234,0.076,0.14,0.385,0.007,0.089,0.335,0.42,0.0,0.003,0.035,0.505,0.253,0.2,0.024,0.085,0.9,0.0,0.778,0.0
0.01,0.254,0.067,0.198,0.0,0.062,0.011,0.18,0.3,0.0,0.79,0.99,0.404,0.126,0.8,0.069,0.016,0.0,0.12,0.667,0.0
0.01,0.751,0.095,0.455,0.077,0.009,0.0,0.84,0.32,0.0,0.62,0.735,0.898,0.212,0.4,0.093,0.059,1.0,0.1,0.222,0.0
0.02,0.246,0.038,0.174,0.154,0.003,0.1,0.66,0.58,0.0,0.61,0.87,0.671,0.222,0.9,0.142,0.153,0.6,0.06,1.0,0.0
0.0,0.308,0.086,0.235,0.692,0.026,0.033,0.52,0.387,0.0,0.5,0.53,0.778,0.048,0.5,0.113,0.213,0.3,0.04,0.111,0.0
0.018,0.835,0.076,0.047,0.385,0.009,0.067,0.035,0.087,0.0,0.008,0.095,0.666,0.235,0.3,0.194,0.605,0.2,0.18,0.444,0.0
0.004,0.108,0.067,0.336,0.077,0.017,0.0,0.425,0.773,0.0,0.005,0.335,0.793,0.478,1.0,0.0,0.551,0.9,0.04,0.111,0.0
0.008,0.839,0.057,0.077,0.462,0.001,0.033,0.835,0.793,0.0,0.86,0.66,0.097,0.225,0.9,0.003,0.07,0.9,0.18,0.333,0.0
0.018,0.962,0.0,0.01,0.231,0.002,0.011,0.36,0.38,0.0,0.007,0.765,0.77,0.027,0.3,0.032,0.227,1.0,0.02,1.0,0.0
0.014,0.732,0.01,0.148,0.692,0.044,0.011,0.14,0.187,0.0,0.0,0.685,0.955,0.167,0.9,0.042,0.001,1.0,0.04,0.222,0.0
0.018,0.067,0.067,0.134,0.538,0.017,0.033,0.855,0.933,0.0,0.95,0.125,0.512,0.505,0.7,0.001,0.553,0.4,0.16,0.889,0.0
0.012,0.094,0.057,0.2,0.308,0.023,0.078,0.35,0.953,0.0,0.004,0.94,0.499,0.164,0.2,0.169,0.275,0.6,0.18,0.333,0.0
0.008,0.378,0.038,0.261,0.538,0.005,0.1,0.28,0.86,0.0,0.64,0.9,0.194,0.215,0.8,0.02,0.12,0.9,0.14,1.0,0.0
0.016,0.329,0.086,0.178,0.154,0.073,0.033,0.535,0.9,0.0,0.003,0.565,0.739,0.044,0.3,0.0,0.048,0.6,0.1,0.444,0.0
0.018,0.052,0.095,0.579,0.462,0.006,0.0,0.33,0.587,0.0,0.68,0.565,0.925,0.676,0.2,0.001,0.086,0.1,0.2,0.556,0.0
0.016,0.842,0.029,0.393,0.692,0.01,0.067,0.585,0.873,0.0,0.57,0.545,0.326,0.341,0.7,0.023,0.176,0.5,0.08,0.222,0.0
0.018,0.942,0.029,0.002,0.308,0.001,0.011,0.145,0.447,0.0,0.65,0.775,0.585,0.297,1.0,0.036,0.437,0.4,0.14,0.778,0.0
0.006,0.133,0.038,0.081,0.615,0.003,0.067,0.745,0.5,0.0,0.66,0.495,0.541,0.28,0.7,0.006,0.469,0.2,0.16,1.0,0.0
0.002,0.135,0.057,0.172,0.231,0.005,0.067,0.145,0.853,0.0,0.96,0.2,0.576,0.311,0.3,0.001,0.074,0.9,0.08,0.778,0.0
0.012,0.056,0.086,0.081,0.769,0.058,0.044,0.625,0.193,0.0,0.78,0.56,0.139,0.157,0.6,0.005,0.272,0.7,0.16,0.667,0.0
0.018,0.754,0.019,0.188,0.154,0.035,0.067,0.67,0.24,0.0,0.84,0.35,0.448,0.294,0.7,0.123,0.442,0.9,0.08,0.556,0.0
0.008,0.037,0.086,0.071,0.154,0.009,0.0,0.425,0.547,0.0,0.9,0.77,0.69,0.174,0.9,0.007,0.498,0.3,0.12,0.0,0.0
0.006,0.446,0.076,0.016,0.462,0.002,0.044,0.605,0.727,0.0,0.77,0.79,0.107,0.331,0.4,0.001,0.038,0.5,0.18,0.889,0.0
0.014,0.492,0.095,0.059,0.692,0.006,0.033,0.38,0.16,0.0,0.007,0.135,0.204,0.133,0.1,0.026,0.011,0.7,0.14,0.667,0.0
0.006,0.877,0.067,0.19,0.538,0.06,0.0,0.67,0.953,0.0,0.007,0.76,0.711,0.331,0.5,0.053,0.129,0.5,0.12,0.333,0.0
0.018,0.268,0.019,0.2,0.692,0.006,0.011,0.195,0.98,0.0,0.58,0.77,0.146,0.229,0.2,0.004,0.036,0.0,0.18,0.444,0.0
0.014,0.602,0.067,0.198,0.615,0.012,0.1,0.86,0.713,0.0,0.96,0.595,0.596,0.031,0.5,0.054,0.071,0.2,0.08,0.222,0.0
0.02,0.235,0.019,0.138,0.769,0.024,0.0,0.93,0.28,0.0,0.003,0.575,0.309,0.416,0.5,0.12,0.603,0.6,0.02,0.667,0.0
0.008,0.075,0.076,0.095,0.462,0.003,0.044,0.675,0.707,0.0,0.007,0.345,0.614,0.099,0.5,0.03,0.069,0.7,0.12,0.333,0.0
0.016,0.86,0.019,0.302,0.0,0.055,0.022,0.79,0.1,0.0,0.72,0.065,0.463,0.177,0.8,0.003,0.173,0.6,0.16,1.0,0.0
0.002,0.604,0.029,0.117,0.231,0.007,0.1,0.545,0.9,0.0,0.006,0.65,0.935,0.191,1.0,0.147,0.054,0.5,0.04,0.778,0.0
0.004,0.38,0.038,0.352,0.538,0.005,0.078,0.2,0.773,0.0,0.87,0.63,0.946,0.102,0.8,0.186,0.733,0.3,0.08,0.889,0.0
0.01,0.776,0.095,0.059,0.615,0.007,0.044,0.59,0.047,0.0,0.77,0.21,0.873,0.276,0.9,0.216,0.115,0.5,0.2,0.667,0.0
0.014,0.035,0.019,0.13,0.385,0.007,0.011,0.155,0.86,0.0,0.56,0.13,0.889,0.324,0.2,0.006,0.094,0.2,0.14,0.889,0.0
0.002,0.357,0.019,0.103,0.538,0.01,0.056,0.42,0.367,0.0,0.78,0.59,0.292,0.235,0.3,0.052,0.049,0.4,0.08,0.778,0.0
0.018,0.191,0.048,0.522,0.615,0.059,0.0,0.165,0.147,0.0,0.008,0.815,0.582,0.092,0.7,0.112,0.085,0.4,0.0,0.667,0.0
0.002,0.318,0.038,0.034,0.538,0.054,0.0,0.72,0.42,0.0,0.004,0.81,0.828,0.01,0.3,0.079,0.628,0.2,0.1,0.222,0.0
0.012,0.183,0.038,0.178,0.462,0.008,0.089,0.33,0.393,0.0,0.65,0.97,0.708,0.321,0.8,0.067,0.036,0.9,0.06,0.444,0.0
0.01,0.015,0.057,0.196,0.769,0.007,0.033,0.07,0.513,0.0,0.003,0.31,0.706,0.42,0.5,0.068,0.118,0.8,0.14,0.889,0.0
0.014,0.332,0.057,0.178,0.308,0.06,0.033,0.575,0.353,0.0,0.66,0.44,0.432,0.27,0.1,0.056,0.561,0.0,0.14,0.222,0.0
0.014,0.178,0.057,0.526,0.692,0.005,0.067,0.98,0.333,0.0,0.5,0.98,0.327,0.174,0.4,0.026,0.074,0.7,0.16,0.667,0.0
0.004,0.293,0.086,0.316,0.308,0.018,0.1,0.17,0.933,0.0,0.56,0.065,0.205,0.048,0.9,0.046,0.293,0.5,0.02,0.333,0.0
0.016,0.166,0.048,0.043,0.308,0.024,0.111,0.075,0.793,0.0,0.61,0.82,0.875,0.051,0.1,0.027,0.068,0.0,0.14,0.111,0.0
0.012,0.117,0.067,0.002,0.385,0.01,0.067,0.8,0.553,0.0,0.68,0.765,0.273,0.205,0.9,0.085,0.579,0.5,0.02,0.556,0.0
0.02,0.342,0.076,0.047,0.462,0.037,0.044,0.11,0.527,0.0,0.59,0.595,0.743,0.461,0.1,0.031,0.275,0.8,0.18,0.556,0.0
0.018,0.88,0.057,0.04,0.769,0.038,0.089,0.705,0.613,0.0,0.93,0.375,0.843,0.338,0.5,0.01,0.277,0.5,0.18,0.778,0.0
0.012,0.01,0.086,0.075,0.308,0.001,0.0,0.35,0.38,0.0,0.005,0.325,0.8,0.283,0.8,0.052,0.623,0.3,0.08,0.333,0.0
0.018,0.077,0.01,0.281,0.769,0.005,0.089,0.895,0.393,0.0,0.008,0.15,0.662,0.263,0.6,0.035,0.309,0.8,0.18,0.444,0.0
0.012,0.261,0.029,0.077,0.462,0.005,0.067,0.185,0.24,0.0,0.002,0.3,0.002,0.034,0.3,0.025,0.114,0.4,0.06,0.667,0.0
0.016,0.942,0.01,0.085,0.077,0.015,0.078,0.255,0.047,0.0,0.006,0.375,0.385,0.242,0.1,0.038,0.293,0.6,0.0,0.111,1.0
0.014,0.095,0.029,0.514,0.692,0.006,0.033,0.61,0.307,0.0,0.004,0.525,0.479,0.041,0.5,0.056,0.472,0.9,0.1,0.889,0.0
0.004,0.94,0.01,0.03,0.077,0.0,0.033,0.795,0.673,0.0,0.008,0.26,0.025,0.188,0.4,0.015,0.104,0.8,0.12,0.889,0.0
0.014,0.645,0.019,0.713,0.077,0.01,0.067,0.395,0.213,0.0,0.64,0.22,0.021,0.089,0.1,0.0,0.288,0.8,0.04,0.556,0.0
0.008,0.321,0.038,0.097,0.231,0.002,0.1,0.18,0.873,0.0,0.64,0.77,0.523,0.577,0.6,0.097,0.606,0.6,0.04,0.111,0.0
0.018,0.456,0.086,0.014,0.462,0.017,0.044,0.335,0.487,0.0,0.92,0.285,0.372,0.01,0.9,0.007,0.344,0.9,0.18,0.0,0.0
0.012,0.786,0.067,0.101,0.538,0.031,0.078,0.46,0.727,0.0,0.75,0.425,0.332,0.041,0.9,0.007,0.058,0.5,0.18,0.111,0.0
0.018,0.771,0.076,0.002,0.077,0.005,0.011,0.38,0.413,0.0,0.65,0.22,0.376,0.249,0.5,0.006,0.612,0.3,0.1,0.222,0.0
0.014,0.788,0.076,0.01,0.0,0.012,0.056,0.065,0.04,0.0,0.58,0.175,0.163,0.068,0.7,0.05,0.008,0.1,0.06,0.667,0.0
0.0,0.909,0.067,0.166,0.692,0.005,0.056,0.31,0.293,0.0,0.002,0.68,0.664,0.092,0.4,0.119,0.021,0.9,0.18,0.222,0.0
0.004,0.576,0.029,0.02,0.154,0.023,0.1,0.665,0.713,0.0,0.004,0.495,0.458,0.334,0.9,0.121,0.32,0.9,0.12,1.0,0.0
0.012,0.224,0.086,0.33,0.538,0.006,0.078,0.43,0.867,0.0,0.89,0.1,0.502,0.242,0.4,0.051,0.547,0.5,0.1,0.667,0.0
0.014,0.548,0.057,0.605,0.538,0.031,0.1,0.33,0.267,0.0,0.003,0.72,0.373,0.177,1.0,0.014,0.074,0.9,0.12,0.444,0.0
0.016,0.293,0.067,0.494,0.385,0.01,0.033,0.945,0.633,0.0,0.003,0.89,0.809,0.048,0.4,0.06,0.03,0.2,0.14,0.667,0.0
0.002,0.368,0.0,0.269,0.308,0.002,0.044,0.51,0.893,0.0,0.62,0.31,0.874,0.058,0.6,0.019,0.016,0.2,0.12,0.667,0.0
0.012,0.151,0.0,0.101,0.769,0.009,0.078,0.735,0.14,0.0,0.005,0.53,0.148,0.147,0.1,0.188,0.084,0.6,0.08,0.556,0.0
0.004,0.682,0.048,0.04,0.154,0.006,0.033,0.985,0.567,0.0,0.56,0.48,0.947,0.177,0.3,0.035,0.049,0.2,0.1,0.333,0.0
0.016,0.175,0.067,0.172,0.462,0.003,0.1,0.425,0.16,0.0,0.001,0.105,0.619,0.215,0.4,0.019,0.005,0.2,0.04,0.556,0.0
0.004,0.846,0.067,0.128,0.769,0.005,0.089,0.265,0.033,0.0,0.002,0.09,0.565,0.181,0.5,0.001,0.31,0.5,0.1,0.556,0.0
0.01,0.722,0.095,0.13,0.385,0.001,0.078,0.405,0.833,0.0,0.002,0.78,0.423,0.017,0.7,0.064,0.166,0.9,0.18,0.444,0.0
0.012,0.746,0.067,0.109,0.308,0.017,0.033,0.395,0.227,0.0,0.001,0.4,0.045,0.235,0.9,0.0,0.171,0.3,0.1,0.111,0.0
0.008,0.63,0.067,0.103,0.308,0.061,0.033,0.92,0.5,0.0,0.92,0.71,0.403,0.311,0.4,0.023,0.099,0.2,0.2,1.0,0.0
0.02,0.324,0.029,0.19,0.769,0.044,0.089,0.545,0.247,0.0,0.53,0.375,0.836,0.102,0.9,0.101,0.041,0.5,0.14,1.0,0.0
0.006,0.373,0.029,0.018,0.462,0.015,0.078,0.905,0.253,0.09,0.006,0.415,0.418,0.273,0.7,0.004,0.224,0.5,0.12,0.0,0.0
0.01,0.376,0.01,0.103,0.231,0.003,0.044,0.135,0.967,0.0,0.84,0.7,0.243,0.287,0.0,0.024,0.041,0.4,0.1,0.556,0.0
0.018,0.446,0.038,0.059,0.692,0.001,0.011,0.345,0.3,0.03,0.005,0.245,0.442,0.198,0.0,0.053,0.081,0.9,0.1,0.444,0.0
0.008,0.142,0.019,0.069,0.615,0.01,0.067,0.205,0.813,0.0,0.006,0.505,0.88,0.014,0.1,0.042,0.018,0.7,0.1,0.556,0.0
0.004,0.523,0.038,0.194,0.0,0.01,0.022,0.51,0.02,0.0,0.73,0.69,0.812,0.42,0.2,0.053,0.101,0.3,0.14,0.778,0.0
0.014,0.315,0.076,0.006,0.692,0.029,0.056,0.575,0.513,0.0,0.77,0.095,0.475,0.464,0.0,0.012,0.069,0.3,0.08,0.0,0.0
0.02,0.787,0.038,0.49,0.538,0.002,0.067,0.815,0.9,0.0,0.69,0.1,0.068,0.126,0.9,0.006,0.061,0.6,0.0,0.556,0.0
0.008,0.655,0.01,0.5,0.615,0.026,0.089,0.58,0.267,0.0,0.002,0.45,0.312,0.608,1.0,0.064,0.553,1.0,0.06,0.444,0.0
0.008,0.451,0.029,0.097,0.692,0.007,0.044,0.09,0.493,0.0,0.005,0.56,0.927,0.014,0.8,0.144,0.3,0.6,0.0,0.222,0.0
0.01,0.797,0.01,0.508,0.769,0.016,0.022,0.5,0.92,0.0,0.68,0.99,0.847,0.273,0.8,0.096,0.091,0.6,0.18,0.778,0.0
0.002,0.749,0.01,0.028,0.385,0.024,0.078,0.2,0.587,0.0,0.59,0.59,0.339,0.328,0.3,0.007,0.059,0.2,0.12,0.667,0.0
0.02,0.025,0.067,0.2,0.154,0.01,0.111,0.715,0.453,0.0,0.005,0.54,0.878,0.297,0.1,0.021,0.075,0.4,0.14,0.111,0.0
0.014,0.209,0.057,0.16,0.385,0.058,0.078,0.05,0.573,0.0,0.003,0.035,0.799,0.031,0.1,0.006,0.196,0.5,0.08,0.556,0.0
0.016,0.937,0.057,0.026,0.385,0.033,0.011,0.33,0.02,0.0,0.62,0.12,0.083,0.188,1.0,0.023,0.486,0.2,0.12,0.333,0.0
0.016,0.199,0.038,0.032,0.692,0.006,0.1,0.03,0.24,0.0,0.004,0.1,0.172,0.15,0.6,0.069,0.083,0.5,0.04,0.667,0.0
0.016,0.568,0.019,0.047,0.615,0.012,0.067,0.205,0.48,0.0,0.007,0.1,0.055,0.229,1.0,0.15,0.196,0.6,0.2,0.222,1.0
